"Index";"BTC-USD.Open";"BTC-USD.High";"BTC-USD.Low";"BTC-USD.Close";"BTC-USD.Volume";"BTC-USD.Adjusted"
"2016-11-10";722.843994;723.018005;711.210022;715.533997;68807800;715.533997
"2016-11-11";715.554993;718.317993;714.409973;716.411011;63119700;716.411011
"2016-11-12";716.752014;717.14801;704.034973;705.054016;64622500;705.054016
"2016-11-13";705.195984;705.257019;687.315002;702.031006;80318096;702.031006
"2016-11-14";701.997009;706.283997;699.807983;705.020996;62993000;705.020996
"2016-11-15";705.794006;715.718018;705.26001;711.619019;72038496;711.619019
"2016-11-16";711.166992;747.61499;709.039001;744.197998;141294000;744.197998
"2016-11-17";744.875977;755.64502;739.510986;740.97699;108579000;740.97699
"2016-11-18";740.705017;752.882019;736.890015;751.585022;87363104;751.585022
"2016-11-19";751.833008;756.237;744.46698;751.616028;110608000;751.616028
"2016-11-20";751.879028;755.47998;717.94397;731.026001;154116000;731.026001
"2016-11-21";731.265015;741.721985;730.51001;739.247986;60802400;739.247986
"2016-11-22";739.643005;753.869995;736.526978;751.346985;129906000;751.346985
"2016-11-23";751.741028;752.25;738.924011;744.593994;76543800;744.593994
"2016-11-24";744.619995;746.83197;733.48999;740.289001;85919296;740.289001
"2016-11-25";740.442017;741.648987;734.591003;741.648987;67807600;741.648987
"2016-11-26";741.510986;742.213989;729.625;735.382019;54962700;735.382019
"2016-11-27";735.437012;739.018005;731.085022;732.034973;52601800;732.034973
"2016-11-28";732.484009;738.005981;732.484009;735.812988;61888600;735.812988
"2016-11-29";736.328979;737.471008;734.559021;735.604004;68511104;735.604004
"2016-11-30";736.283997;747.929016;736.265015;745.690979;84070800;745.690979
"2016-12-01";746.046021;758.275024;746.046021;756.773987;80461904;756.773987
"2016-12-02";757.544983;781.296021;757.544983;777.94397;127605000;777.94397
"2016-12-03";778.247986;778.247986;764.856018;771.155029;69547296;771.155029
"2016-12-04";771.638;773.872009;768.161011;773.872009;60557900;773.872009
"2016-12-05";773.393982;773.468018;751.713013;758.700012;106363000;758.700012
"2016-12-06";758.719971;765.622009;758.719971;764.223999;116218000;764.223999
"2016-12-07";764.210999;771.54303;759.75;768.132019;96426096;768.132019
"2016-12-08";768.075989;774.697998;765.945984;770.809998;80111904;770.809998
"2016-12-09";769.94397;774.528015;769.648987;772.794006;68705296;772.794006
"2016-12-10";773.02301;777.09198;772.909973;774.650024;53843100;774.650024
"2016-12-11";774.752014;774.797974;765.411987;769.731018;57313400;769.731018
"2016-12-12";770.039978;781.921997;770.039978;780.086975;76571000;780.086975
"2016-12-13";780.646973;788.460022;777.961975;780.55603;81645600;780.55603
"2016-12-14";780.005005;782.033997;776.838989;781.481018;75979000;781.481018
"2016-12-15";780.070007;781.434998;777.802002;778.088013;81580096;778.088013
"2016-12-16";778.963013;785.031982;778.963013;784.906982;83608200;784.906982
"2016-12-17";785.166016;792.508972;784.864014;790.828979;78989800;790.828979
"2016-12-18";791.007996;794.737;788.026001;790.530029;60524400;790.530029
"2016-12-19";790.692017;793.611023;790.320007;792.713989;74886400;792.713989
"2016-12-20";792.247009;801.336975;791.497009;800.875977;99629296;800.875977
"2016-12-21";800.643982;834.281006;799.405029;834.281006;155576000;834.281006
"2016-12-22";834.179993;875.781982;834.148987;864.539978;200027008;864.539978
"2016-12-23";864.888;925.117004;864.677002;921.984009;275564000;921.984009
"2016-12-24";922.179993;923.479004;886.335022;898.822021;137727008;898.822021
"2016-12-25";899.651978;899.651978;862.424011;896.182983;143664992;896.182983
"2016-12-26";896.905029;913.184021;896.89801;907.609985;123771000;907.609985
"2016-12-27";908.354004;940.047974;904.255005;933.197998;167308000;933.197998
"2016-12-28";934.830994;975.921021;934.830994;975.921021;236630000;975.921021
"2016-12-29";975.125;979.396973;954.502991;973.497009;199320000;973.497009
"2016-12-30";972.534973;972.534973;934.833008;961.237976;187474000;961.237976
"2016-12-31";960.627014;963.742981;947.236023;963.742981;99135104;963.742981
"2017-01-01";963.65802;1003.080017;958.698975;998.325012;147775008;998.325012
"2017-01-02";998.617004;1031.390015;996.702026;1021.75;222184992;1021.75
"2017-01-03";1021.599976;1044.079956;1021.599976;1043.839966;185168000;1043.839966
"2017-01-04";1044.400024;1159.420044;1044.400024;1154.72998;344945984;1154.72998
"2017-01-05";1156.72998;1191.099976;910.416992;1013.380005;510199008;1013.380005
"2017-01-06";1014.23999;1046.810059;883.94397;902.200989;351876000;902.200989
"2017-01-07";903.487;908.585022;823.55603;908.585022;279550016;908.585022
"2017-01-08";908.174988;942.723999;887.249023;911.198975;158715008;911.198975
"2017-01-09";913.244019;913.685974;879.807007;902.828003;141876992;902.828003
"2017-01-10";902.440002;914.872986;901.059998;907.679016;115808000;907.679016
"2017-01-11";908.11499;919.447998;762.765015;777.757019;310928992;777.757019
"2017-01-12";775.177979;826.245972;755.755981;804.833984;222326000;804.833984
"2017-01-13";803.737;829.000977;780.002991;823.984009;168968000;823.984009
"2017-01-14";825.142029;835.085022;812.455994;818.411987;93063296;818.411987
"2017-01-15";818.142029;823.307007;812.870972;821.797974;71013600;821.797974
"2017-01-16";821.78302;834.530029;820.270996;831.533997;82755200;831.533997
"2017-01-17";830.945984;910.560974;830.796021;907.937988;155095008;907.937988
"2017-01-18";909.372986;917.499023;858.304016;886.617981;225676992;886.617981
"2017-01-19";888.335022;904.614014;884.338013;899.072998;105625000;899.072998
"2017-01-20";898.171997;899.39801;887.007996;895.026001;86728400;895.026001
"2017-01-21";895.549011;927.367004;895.534973;921.789001;111158000;921.789001
"2017-01-22";922.205017;937.525024;897.564026;924.672974;116573000;924.672974
"2017-01-23";925.499023;928.265991;916.737976;921.012024;73588600;921.012024
"2017-01-24";910.677002;924.14502;892.286011;892.687012;111349000;892.687012
"2017-01-25";891.924011;903.252014;891.687012;901.541992;120831000;901.541992
"2017-01-26";902.39502;919.325989;902.223999;917.585999;131958000;917.585999
"2017-01-27";918.359009;923.223022;915.846008;919.75;125594000;919.75
"2017-01-28";919.810974;923.911011;919.810974;921.590027;68979600;921.590027
"2017-01-29";922.067017;923.41803;919.14801;919.495972;60851700;919.495972
"2017-01-30";920.151001;923.047974;919.473999;920.382019;78227296;920.382019
"2017-01-31";920.958984;972.018982;920.958984;970.403015;164582000;970.403015
"2017-02-01";970.940979;989.114014;970.742004;989.02301;150110000;989.02301
"2017-02-02";990.000977;1013.52002;983.221008;1011.799988;145820992;1011.799988
"2017-02-03";1011.460022;1033.869995;1008.789978;1029.910034;201278000;1029.910034
"2017-02-04";1031.329956;1045.900024;1015.159973;1042.900024;155064000;1042.900024
"2017-02-05";1043.52002;1043.630005;1022.369995;1027.339966;114208000;1027.339966
"2017-02-06";1028.400024;1044.640015;1028.160034;1038.150024;111762000;1038.150024
"2017-02-07";1040.140015;1061.930054;1040.140015;1061.349976;146007008;1061.349976
"2017-02-08";1062.319946;1078.969971;1037.48999;1063.069946;201855008;1063.069946
"2017-02-09";1064.699951;1088.98999;953.343994;994.382996;407220000;994.382996
"2017-02-10";995.632019;998.905029;946.690979;988.674011;190452000;988.674011
"2017-02-11";988.89801;1009.289978;982.830017;1004.450012;102261000;1004.450012
"2017-02-12";1003.52002;1004.76001;996.921021;999.18103;67530000;999.18103
"2017-02-13";998.88501;1002.099976;976.002014;990.642029;100607000;990.642029
"2017-02-14";991.734985;1011.51001;986.471008;1004.549988;137946000;1004.549988
"2017-02-15";1006.210022;1008.840027;1001.580017;1007.47998;89759400;1007.47998
"2017-02-16";1007.650024;1033.369995;1007.650024;1027.439941;122277000;1027.439941
